359/5787 428/5787 535/5787 539/1929 2848/5787
1,741,437 1/94483 1/94602 1/117360 1/216431 3/237893
1,742,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,743,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,750,000 1/94483 1/94602 1/117360 3/216431 3/237893
1,751,609 1/94483 1/94602 1/117360 1/216431 2/237893
1,756,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,760,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,761,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,761,900 1/94483 1/94602 1/117360 1/216431 2/237893
1,762,270 1/94483 1/94602 1/117360 1/216431 2/237893
1,766,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,768,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,770 1/94483 1/94602 1/117360 1/216431 3/237893
1,775,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,776,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,776,341 1/94483 1/94602 1/117360 1/216431 2/237893
1,778,110 1/94483 1/94602 1/117360 1/216431 2/237893
1,780,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,785,000 1/94483 1/94602 1/117360 1/216431 4/237893
1,788,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,788,141 1/94483 1/94602 1/117360 1/216431 2/237893
1,788,406 1/94483 1/94602 1/117360 1/216431 2/237893
1,798,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,799,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,800 1/94483 1/47301 1/117360 3/216431 1/237893
1,800,000 1/94483 1/94602 1/117360 2/216431 6/237893
1,804,350 1/94483 1/94602 1/117360 1/216431 2/237893
1,805,229 1/94483 1/94602 1/117360 1/216431 2/237893
1,807,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,811,636 1/94483 1/94602 1/117360 1/216431 2/237893
1,815,000 1/94483 1/94602 1/117360 1/216431 6/237893
1,817,000 1/94483 1/94602 1/117360 1/216431 5/237893
1,823,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,825 1/94483 1/94602 1/117360 2/216431 1/237893
1,825,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,826,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,826,858 1/94483 1/94602 1/117360 1/216431 3/237893
1,827,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,830,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,831,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,835,325 1/94483 1/94602 1/117360 1/216431 3/237893
1,835,580 1/94483 1/94602 1/117360 1/216431 2/237893
1,838,294 1/94483 1/94602 1/117360 1/216431 3/237893
1,840,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,840,129 1/94483 1/94602 1/117360 1/216431 2/237893
1,841,000 1/94483 1/94602 1/117360 1/216431 4/237893
1,842,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,847,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,847,560 1/94483 1/94602 1/117360 1/216431 3/237893
1,850,000 1/94483 1/94602 1/117360 1/216431 5/237893
1,864,417 1/94483 1/94602 1/117360 1/216431 2/237893
1,865,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,869,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,875,000 1/94483 1/94602 1/117360 1/216431 4/237893
1,880,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,882,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,886,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,888,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,891,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,894,764 1/94483 2/47301 1/117360 1/216431 1/237893
1,897,000 1/94483 1/94602 1/117360 2/216431 2/237893
1,898,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,900 1/94483 1/94602 1/117360 2/216431 2/237893
1,906,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,908,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,910,000 1/94483 1/94602 1/117360 1/216431 4/237893
1,911,900 1/94483 1/94602 1/117360 1/216431 2/237893
1,912,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,912,438 1/94483 1/94602 1/117360 1/216431 3/237893
1,913,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,920,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,920,010 1/94483 1/94602 1/117360 1/216431 2/237893
1,920,527 1/94483 1/94602 1/117360 2/216431 1/237893
1,922,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,924,000 1/94483 1/94602 1/117360 1/216431 4/237893
1,925,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,928,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,928,800 1/94483 1/94602 1/117360 1/216431 2/237893
1,929,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,930,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,930,400 1/94483 1/94602 1/117360 1/216431 2/237893
1,933,107 1/94483 1/94602 1/117360 1/216431 2/237893
1,941,000 1/94483 1/94602 1/117360 1/216431 5/237893
1,948,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,950,000 1/94483 1/94602 1/117360 2/216431 1/237893
1,952,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,953,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,956,214 1/94483 1/94602 1/117360 1/216431 2/237893
1,959,404 1/94483 1/94602 1/117360 1/216431 2/237893
1,960,319 1/94483 1/94602 1/117360 1/216431 2/237893
1,961,219 1/94483 1/94602 1/117360 1/216431 2/237893
1,962,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,964,141 1/94483 1/94602 1/117360 1/216431 2/237893
1,967,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,970,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,972,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,974,000 2/94483 1/94602 1/117360 1/216431 1/237893
1,974,529 1/94483 1/94602 1/117360 1/216431 2/237893
1,975,487 1/94483 1/94602 1/117360 1/216431 2/237893
1,976,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,978,900 1/94483 1/94602 1/117360 2/216431 1/237893
1,979,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,979,916 1/94483 1/94602 1/117360 1/216431 3/237893
1,981,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,985,000 1/94483 1/94602 1/117360 1/216431 2/237893
1,986,710 1/94483 1/94602 1/117360 2/216431 1/237893
1,987,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,996,000 1/94483 1/94602 1/117360 1/216431 3/237893
1,998,000 1/94483 1/94602 1/117360 1/216431 3/237893
1-1/2 1/94483 1/47301 1/58680 3/216431 7/237893
1-1/4 1/94483 1/94602 1/39120 3/216431 2/237893
1-1/8 5/94483 1/94602 1/117360 2/216431 2/237893
1-10 1/94483 2/47301 1/117360 1/216431 1/237893
1-15 1/94483 7/94602 1/117360 1/216431 1/237893
1-20 2/94483 1/94602 1/117360 1/216431 1/237893
1-3/4 3/94483 1/94602 1/117360 3/216431 8/237893
1-3/8 2/94483 1/94602 1/58680 6/216431 1/237893
1-5/8 1/94483 1/94602 1/58680 4/216431 4/237893
1-7/8 1/94483 1/94602 1/117360 3/216431 2/237893
1-apr-1987 3/94483 1/31534 1/117360 1/216431 1/237893
1.0 10/94483 7/94602 1/23472 1/216431 14/237893
1.0-1.5 1/94483 1/94602 1/58680 1/216431 1/237893
1.00 3/94483 1/94602 1/117360 1/216431 6/237893
1.01 2/94483 1/47301 1/39120 1/216431 12/237893
1.019 1/94483 1/94602 1/117360 1/216431 2/237893
1.02 2/94483 1/94602 1/39120 1/216431 12/237893
1.03 2/94483 1/94602 1/117360 1/216431 12/237893
1.04 1/94483 1/94602 1/58680 1/216431 13/237893
1.042 1/94483 1/94602 1/117360 1/216431 2/237893
1.05 2/94483 1/47301 1/19560 3/216431 23/237893
1.059 1/94483 1/94602 1/58680 1/216431 1/237893
1.06 2/94483 1/94602 1/58680 2/216431 11/237893
1.069 1/94483 1/94602 1/117360 1/216431 2/237893
1.07 1/94483 1/94602 1/58680 1/216431 13/237893
1.08 1/94483 1/94602 1/117360 2/216431 20/237893
1.08p 1/94483 1/94602 1/117360 1/216431 2/237893
1.09 1/94483 1/94602 1/117360 2/216431 13/237893
1.1 7/94483 5/94602 1/23472 6/216431 44/237893
1.10 2/94483 1/47301 1/19560 2/216431 21/237893
1.11 2/94483 1/94602 1/58680 2/216431 17/237893
1.12 2/94483 1/47301 1/58680 2/216431 16/237893
1.125 1/94483 1/31534 1/117360 1/216431 1/237893
1.13 1/94483 1/94602 1/117360 2/216431 13/237893
1.133 2/94483 1/94602 1/117360 1/216431 1/237893
1.14 4/94483 1/94602 1/58680 2/216431 11/237893
1.143 1/94483 1/94602 1/39120 1/216431 1/237893
1.15 7/94483 1/47301 7/117360 2/216431 16/237893
1.16 3/94483 1/94602 1/117360 3/216431 20/237893
1.1646 1/94483 1/94602 1/117360 1/216431 2/237893
1.17 1/94483 1/94602 1/117360 1/216431 18/237893
1.18 1/94483 1/94602 1/58680 1/216431 9/237893
1.19 1/94483 1/47301 1/117360 3/216431 15/237893
1.2 19/94483 5/94602 7/117360 22/216431 25/237893
1.20 2/94483 1/47301 1/117360 1/216431 21/237893
1.21 1/94483 1/94602 1/58680 1/216431 11/237893
1.22 2/94483 1/94602 1/117360 1/216431 15/237893
1.23 1/94483 5/94602 1/58680 1/216431 19/237893
1.238 4/94483 1/94602 1/117360 1/216431 1/237893
1.24 1/94483 1/47301 1/117360 1/216431 13/237893
1.2470 1/94483 1/94602 1/117360 1/216431 2/237893
1.25 2/94483 1/31534 1/39120 11/216431 27/237893
1.26 1/94483 1/94602 1/117360 1/216431 11/237893
1.27 3/94483 1/94602 1/117360 1/216431 14/237893
1.28 1/94483 2/47301 1/117360 1/216431 16/237893
1.29 2/94483 1/47301 1/117360 1/216431 14/237893
1.3 10/94483 2/47301 1/19560 15/216431 30/237893
1.30 2/94483 2/47301 1/117360 1/216431 18/237893
1.3043 1/94483 1/94602 1/117360 2/216431 1/237893
1.31 2/94483 1/94602 1/58680 2/216431 10/237893
1.3185/90 1/94483 1/94602 1/58680 1/216431 1/237893
1.32 1/94483 1/94602 1/117360 1/216431 14/237893
1.320 3/94483 1/94602 1/117360 1/216431 1/237893
1.3218/23 1/94483 1/94602 1/58680 1/216431 1/237893
1.323 3/94483 1/94602 1/117360 1/216431 1/237893
1.324 3/94483 1/94602 1/117360 1/216431 1/237893
1.33 1/94483 1/31534 1/117360 1/216431 11/237893
1.34 1/94483 1/31534 1/117360 1/216431 20/237893
1.35 2/94483 2/47301 1/117360 3/216431 15/237893
1.353/67 1/94483 1/94602 1/58680 1/216431 1/237893
1.36 1/94483 1/94602 1/117360 2/216431 15/237893
1.369 1/94483 1/94602 1/117360 1/216431 2/237893
1.37 1/94483 1/94602 1/117360 1/216431 9/237893
1.375 1/94483 1/47301 1/117360 2/216431 1/237893
1.38 3/94483 1/94602 1/117360 3/216431 16/237893
1.39 1/94483 1/94602 1/117360 1/216431 16/237893
1.395 3/94483 1/94602 1/117360 1/216431 1/237893
1.4 8/94483 4/47301 1/23472 13/216431 34/237893
1.40 3/94483 1/47301 1/117360 1/216431 14/237893
1.41 2/94483 1/31534 1/117360 1/216431 10/237893
1.4105 1/94483 1/94602 1/117360 1/216431 2/237893
1.42 3/94483 1/47301 1/58680 1/216431 5/237893
1.43 5/94483 1/94602 1/117360 1/216431 8/237893
1.4375 1/94483 1/94602 1/117360 1/216431 3/237893
1.44 4/94483 1/94602 1/117360 3/216431 10/237893
1.45 1/94483 1/15767 1/117360 1/216431 12/237893
1.46 2/94483 1/47301 1/117360 1/216431 12/237893
1.466 4/94483 1/94602 1/117360 1/216431 1/237893
1.47 3/94483 1/31534 1/117360 2/216431 6/237893
1.48 1/94483 1/47301 1/117360 1/216431 15/237893
1.485 1/94483 1/94602 1/117360 1/216431 3/237893
1.49 1/94483 1/31534 1/117360 1/216431 6/237893
1.492 1/94483 1/47301 1/117360 1/216431 1/237893
1.495 5/94483 1/94602 1/117360 1/216431 1/237893
1.5 9/94483 5/15767 2/7335 23/216431 53/237893
1.5-2.0 1/94483 1/94602 1/39120 1/216431 1/237893
1.50 16/94483 1/15767 1/117360 9/216431 11/237893
1.501 1/94483 1/94602 1/58680 1/216431 1/237893
1.503 1/94483 1/94602 1/58680 1/216431 1/237893
1.504 1/94483 1/94602 1/117360 1/216431 2/237893
1.51 1/94483 1/47301 1/117360 2/216431 20/237893
1.52 1/94483 1/31534 1/117360 1/216431 11/237893
1.525 1/94483 1/94602 1/117360 1/216431 3/237893
1.53 2/94483 1/31534 1/117360 1/216431 7/237893
1.5355 1/94483 1/94602 1/58680 1/216431 1/237893
1.54 1/94483 2/47301 1/39120 1/216431 9/237893
1.55 2/94483 1/94602 1/29340 5/216431 16/237893
1.56 1/94483 5/94602 1/117360 1/216431 6/237893
1.57 1/94483 1/94602 1/117360 1/216431 12/237893
1.5750 1/94483 1/94602 1/58680 1/216431 1/237893
1.58 1/94483 1/94602 1/117360 1/216431 16/237893
1.5870 1/94483 1/94602 1/58680 1/216431 1/237893
1.59 1/94483 1/31534 1/58680 1/216431 9/237893
1.5960 1/94483 1/94602 1/39120 1/216431 1/237893
1.5p 1/94483 1/94602 1/117360 1/216431 2/237893
1.6 9/94483 1/15767 1/39120 19/216431 14/237893
1.60 1/94483 1/94602 17/117360 1/216431 21/237893
1.6040/50 1/94483 1/94602 1/39120 1/216431 1/237893
1.6050 1/94483 1/94602 1/39120 1/216431 1/237893
1.6075 1/94483 1/94602 1/39120 1/216431 1/237893
1.61 1/94483 1/94602 1/58680 1/216431 11/237893
1.619 1/94483 1/94602 1/117360 1/216431 2/237893
1.62 1/94483 1/94602 1/117360 4/216431 16/237893
1.63 1/94483 2/47301 1/117360 1/216431 4/237893
1.636 1/94483 1/94602 1/117360 1/216431 2/237893
1.64 1/94483 1/31534 1/117360 2/216431 11/237893
1.65 1/94483 2/47301 1/117360 2/216431 12/237893
1.66 1/94483 1/47301 1/117360 3/216431 9/237893
1.67 1/94483 1/94602 1/117360 1/216431 7/237893
1.68 1/94483 1/47301 1/58680 2/216431 3/237893
1.69 2/94483 1/31534 1/117360 1/216431 4/237893
1.7 4/94483 1/47301 1/117360 12/216431 27/237893
1.70 2/94483 1/31534 1/39120 1/216431 6/237893
1.71 1/94483 1/47301 1/58680 1/216431 9/237893
1.72 1/94483 1/47301 1/117360 3/216431 6/237893
1.73 1/94483 2/47301 1/117360 2/216431 8/237893
1.732 1/94483 1/94602 1/117360 1/216431 2/237893
1.74 1/94483 1/47301 1/117360 1/216431 4/237893
1.75 9/94483 1/31534 1/14670 3/216431 13/237893
1.750 1/94483 1/47301 1/117360 1/216431 2/237893
1.76 2/94483 1/94602 1/117360 1/216431 11/237893
1.7675 1/94483 1/94602 1/58680 1/216431 1/237893
1.77 1/94483 1/94602 1/117360 1/216431 8/237893
1.78 2/94483 1/94602 1/117360 1/216431 20/237893
1.7820/30 1/94483 1/94602 1/58680 1/216431 1/237893
1.7860 1/94483 1/94602 1/58680 1/216431 1/237893
1.79 1/94483 1/94602 1/58680 1/216431 15/237893
1.7940 1/94483 1/94602 1/58680 1/216431 1/237893
1.7975/85 1/94483 1/94602 1/39120 1/216431 1/237893
1.8 9/94483 4/47301 1/58680 8/216431 16/237893
1.80 2/94483 1/47301 7/117360 3/216431 8/237893
1.804 1/94483 1/94602 1/58680 1/216431 1/237893
1.8040 1/94483 1/94602 1/39120 1/216431 1/237893
1.8050 1/94483 1/94602 1/58680 1/216431 1/237893
1.8063 1/94483 1/94602 1/39120 1/216431 1/237893
1.8085 1/94483 1/94602 1/58680 1/216431 1/237893
1.81 1/94483 1/94602 1/39120 1/216431 10/237893
1.8162 1/94483 1/94602 1/39120 1/216431 1/237893
1.82 1/94483 1/94602 1/117360 1/216431 11/237893
1.8218 1/94483 1/94602 1/23472 1/216431 1/237893
1.8231 1/94483 1/94602 1/58680 1/216431 1/237893
1.8243 1/94483 1/94602 1/39120 1/216431 1/237893
1.83 1/94483 1/94602 1/39120 1/216431 8/237893
1.8320 1/94483 1/94602 1/58680 1/216431 1/237893
1.84 1/94483 1/47301 1/117360 1/216431 5/237893
1.85 1/94483 2/47301 1/29340 3/216431 10/237893
1.851 1/94483 1/94602 1/58680 1/216431 1/237893
1.86 1/94483 1/94602 1/39120 1/216431 6/237893
1.87 2/94483 2/47301 1/13040 1/216431 6/237893
1.88 1/94483 1/94602 1/58680 1/216431 11/237893
1.886 1/94483 1/47301 1/117360 1/216431 1/237893
1.89 1/94483 1/31534 1/117360 1/216431 2/237893
1.9 9/94483 5/47301 1/58680 10/216431 26/237893
1.90 2/94483 1/94602 1/29340 2/216431 4/237893
1.91 1/94483 1/94602 1/117360 3/216431 10/237893
1.92 1/94483 1/47301 1/117360 1/216431 5/237893
1.925 1/94483 1/47301 1/117360 1/216431 1/237893
1.93 1/94483 1/47301 1/117360 1/216431 7/237893
1.93-billion-mark 1/94483 1/94602 1/117360 1/216431 2/237893
1.94 1/94483 1/94602 1/117360 1/216431 7/237893
1.95 2/94483 1/47301 1/117360 1/216431 7/237893
1.96 1/94483 1/94602 1/117360 1/216431 5/237893
1.97 1/94483 1/94602 1/117360 1/216431 7/237893
1.98 1/94483 1/94602 1/117360 2/216431 4/237893
1.99 4/94483 1/94602 1/117360 2/216431 11/237893
1/16 1/94483 1/94602 1/29340 2/216431 1/237893
1/2 2/94483 1/47301 1/23472 3/216431 3/237893
1/25 1/94483 1/47301 1/117360 1/216431 1/237893
1/4 2/94483 1/94602 1/19560 5/216431 4/237893
1/8 2/94483 1/94602 1/29340 6/216431 1/237893
1/march 1/94483 1/31534 1/117360 1/216431 1/237893
10 52/94483 65/94602 23/39120 136/216431 426/237893
10,000 5/94483 11/94602 1/39120 3/216431 9/237893
10,253 1/94483 1/94602 1/117360 1/216431 2/237893
10,500,000 1/94483 1/94602 1/117360 1/216431 3/237893
10,572,402 1/94483 1/15767 1/117360 1/216431 1/237893
10,603,000 1/94483 1/94602 1/117360 1/216431 2/237893
10,694,081 1/94483 1/94602 1/117360 1/216431 2/237893
10,719,000 1/94483 1/94602 1/117360 1/216431 2/237893
10,742,113 1/94483 1/94602 1/117360 1/216431 2/237893
10,767 1/94483 1/94602 1/117360 1/216431 2/237893
10,800 1/94483 1/94602 1/117360 1/216431 2/237893
10,863 1/94483 1/94602 1/117360 1/216431 2/237893
10,920 1/94483 1/47301 1/117360 1/216431 1/237893
10,977,000 1/94483 1/94602 1/117360 1/216431 2/237893
10-1/2 1/94483 1/94602 1/29340 1/216431 1/237893
10-13/16 1/94483 1/94602 1/14670 1/216431 1/237893
10-15/16 1/94483 1/94602 1/29340 1/216431 1/237893
10-15/4 1/94483 1/31534 1/117360 1/216431 1/237893
10-17/32 1/94483 1/94602 1/58680 1/216431 1/237893
10-3/4 1/94483 1/94602 1/58680 2/216431 1/237893
10-3/8 1/94483 1/94602 1/14670 1/216431 1/237893
10-31 1/94483 1/94602 1/117360 2/216431 1/237893
10-5/16 1/94483 1/94602 1/14670 1/216431 1/237893
10-5/8 1/94483 1/94602 1/58680 1/216431 1/237893
10-7/16 1/94483 1/94602 1/14670 1/216431 1/237893
10-7/8 1/94483 1/94602 7/117360 2/216431 1/237893
10-day 1/94483 1/94602 1/29340 3/216431 1/237893
10-k 1/94483 1/94602 1/117360 3/216431 3/237893
10-mark 1/94483 1/94602 1/117360 1/216431 2/237893
10-pct 1/94483 1/94602 1/117360 2/216431 1/237893
10-year 2/94483 2/47301 1/23472 3/216431 1/237893
10.0 2/94483 1/31534 1/39120 3/216431 11/237893
10.00 1/94483 1/47301 1/117360 3/216431 1/237893
10.000 1/94483 1/94602 1/117360 3/216431 1/237893
10.04 1/94483 1/94602 1/117360 1/216431 3/237893
10.05 1/94483 1/94602 1/117360 1/216431 3/237893
10.06 1/94483 1/94602 1/117360 1/216431 2/237893
10.1 2/94483 2/47301 1/117360 6/216431 24/237893
10.1p 1/94483 1/94602 1/117360 1/216431 2/237893
10.2 3/94483 1/15767 1/39120 1/216431 16/237893
10.25 1/94483 1/94602 1/58680 1/216431 1/237893
10.3 2/94483 5/94602 1/117360 2/216431 34/237893
10.38 1/94483 1/94602 1/117360 1/216431 3/237893
10.4 1/94483 1/31534 1/117360 2/216431 29/237893
10.40 1/94483 1/31534 1/117360 1/216431 1/237893
10.43 1/94483 1/94602 1/117360 1/216431 2/237893
10.45 1/94483 1/94602 1/117360 3/216431 1/237893
10.47 1/94483 1/94602 1/117360 1/216431 3/237893
10.5 1/94483 5/94602 1/39120 4/216431 34/237893
10.50 2/94483 1/94602 1/117360 1/216431 3/237893
10.51 1/94483 1/94602 1/117360 1/216431 2/237893
10.5p 1/94483 1/94602 1/117360 1/216431 3/237893
10.6 1/94483 1/94602 1/39120 2/216431 25/237893
10.625 1/94483 1/94602 1/117360 3/216431 1/237893
10.7 4/94483 1/94602 1/39120 3/216431 17/237893
10.75 1/94483 1/94602 1/117360 2/216431 3/237893
10.8 2/94483 2/47301 1/117360 1/216431 14/237893
10.80 1/94483 1/94602 1/117360 1/216431 4/237893
10.83 1/94483 1/94602 1/117360 3/216431 2/237893
10.85 1/94483 1/94602 1/117360 2/216431 2/237893
10.9 2/94483 1/94602 1/117360 3/216431 19/237893
10/june 1/94483 1/31534 1/117360 1/216431 1/237893
10/may 1/94483 5/94602 1/117360 1/216431 1/237893
100 14/94483 2/15767 5/23472 82/216431 53/237893
100,000 16/94483 17/94602 1/117360 8/216431 6/237893
100,472 1/94483 1/94602 1/117360 1/216431 2/237893
100,534 1/94483 1/94602 1/117360 1/216431 2/237893
100,941 1/94483 1/94602 1/39120 1/216431 1/237893
100-150,000 2/94483 1/94602 1/117360 1/216431 1/237893
100-200 1/94483 1/47301 1/117360 1/216431 1/237893
100-dlr-a-shar 1/94483 1/94602 1/117360 2/216431 1/237893
100-dlr-per-shar 1/94483 1/94602 1/117360 2/216431 1/237893
100.0 1/94483 1/94602 1/117360 1/216431 3/237893
100.00 1/94483 1/31534 1/117360 1/216431 1/237893
100.1 1/94483 1/94602 1/117360 1/216431 2/237893
100.4 1/94483 1/94602 1/117360 1/216431 3/237893
100.5 1/94483 1/94602 1/117360 1/216431 3/237893
100.6 1/94483 1/94602 1/117360 1/216431 3/237893
100.7 1/94483 1/94602 1/117360 1/216431 3/237893
100.8 1/94483 1/94602 1/117360 2/216431 2/237893
100.9 1/94483 1/47301 1/117360 1/216431 2/237893
1000 1/94483 1/94602 1/58680 1/216431 1/237893
101 2/94483 1/94602 1/117360 1/216431 4/237893
101,000 1/94483 1/94602 1/117360 1/216431 3/237893
101,376 1/94483 1/94602 1/117360 1/216431 2/237893
101-2/32 3/94483 1/94602 1/117360 1/216431 1/237893
101.0 1/94483 1/94602 1/117360 1/216431 4/237893
101.1 1/94483 1/94602 1/117360 1/216431 3/237893
101.2 1/94483 1/94602 1/117360 1/216431 3/237893
101.8 2/94483 1/94602 1/117360 1/216431 1/237893
101.9 1/94483 1/94602 1/117360 1/216431 2/237893
102 3/94483 1/94602 1/117360 4/216431 1/237893
102,002 1/94483 1/94602 1/117360 1/216431 2/237893
102.1 1/94483 1/94602 1/117360 1/216431 3/237893
102.2 1/94483 1/94602 1/58680 1/216431 5/237893
102.3 1/94483 1/94602 1/117360 1/216431 2/237893
102.4 1/94483 1/94602 1/117360 1/216431 3/237893
102.5 1/94483 1/94602 1/117360 1/216431 5/237893
102.6 1/94483 1/94602 1/117360 1/216431 3/237893
102.8 1/94483 1/94602 1/117360 1/216431 2/237893
102.9 1/94483 1/94602 1/117360 1/216431 5/237893
1027 1/94483 1/94602 1/58680 1/216431 1/237893
103 1/94483 1/94602 1/58680 7/216431 3/237893
103,000 1/94483 1/94602 1/117360 3/216431 3/237893
103,120 1/94483 1/94602 1/117360 1/216431 2/237893
103,436 1/94483 1/94602 1/117360 1/216431 2/237893
103,664 1/94483 1/94602 1/117360 1/216431 2/237893
103,700 1/94483 1/31534 1/117360 1/216431 1/237893
103.0 1/94483 1/94602 1/117360 1/216431 2/237893
103.1 1/94483 1/94602 1/117360 1/216431 2/237893
103.30 1/94483 1/31534 1/117360 1/216431 1/237893
103.4 1/94483 1/94602 1/117360 1/216431 3/237893
103.43 1/94483 1/47301 1/117360 1/216431 1/237893
103.6 1/94483 1/94602 1/117360 1/216431 2/237893
103.7 1/94483 1/94602 1/117360 1/216431 2/237893
103/104 1/94483 1/47301 1/117360 1/216431 1/237893
1030 1/94483 1/94602 1/117360 2/216431 1/237893
104 1/94483 1/94602 1/29340 2/216431 2/237893
104,000 1/94483 2/47301 1/117360 1/216431 3/237893
104,129 1/94483 1/94602 1/117360 1/216431 3/237893
104,304 1/94483 1/47301 1/117360 1/216431 1/237893
104,704 1/94483 1/47301 1/117360 1/216431 1/237893
104.2 1/94483 1/94602 1/117360 1/216431 2/237893
104.3 1/94483 1/94602 1/117360 1/216431 3/237893
